case,latitude,longitude,collision_time
3847368,37.77851442,-122.4056035,14:50
3847380,37.78078185,-122.3996042,22:55
3847392,37.80646654,-122.4144727,17:55
3847396,37.78937811,-122.4011514,13:41
3847412,37.78039364,-122.4765553,13:54
3847424,37.7645345,-122.4218498,18:59
3850828,37.80165333,-122.4001191,17:30
3861727,37.72453317,-122.4592128,22:19
3866588,37.76966407,-122.4058527,14:30
3866604,37.76619864,-122.4276843,20:20
3866639,37.76800643,-122.4244117,08:31
3866643,37.78962044,-122.4204934,18:40
3866647,37.76344386,-122.4352569,21:20
3869696,37.77494494,-122.4101221,14:36
3869734,37.75197162,-122.4228788,21:02
3869754,37.76328051,-122.4217297,22:06
3873281,37.79117717,-122.400744,10:27
3873285,37.74879448,-122.406742,16:30
6059124,37.77239831,-122.4357164,08:14
3873289,37.74812329,-122.4034526,20:03
3873305,37.77484408,-122.4241292,01:48
3873309,37.77970729,-122.3899699,10:57
3873363,37.77005943,-122.4069893,23:35
3873391,37.77280049,-122.4474191,17:35
3883760,37.77220872,-122.4296442,21:22
3883789,37.78566542,-122.4196894,15:06
3883797,37.76800643,-122.4244117,13:15
6067181,37.79102656,-122.3990839,16:20
3883798,37.76537611,-122.4664042,17:22
3883809,37.78503681,-122.4004602,18:25
3883813,37.7455951,-122.4198858,18:07
3885045,37.76049101,-122.3885564,09:18
3885057,37.77407937,-122.437473,08:40
3885059,37.76317349,-122.4129244,09:46
3885073,37.77055371,-122.4250107,17:37
3885096,37.78354571,-122.4085501,16:28
3885110,37.79606828,-122.421793,16:36
3885114,37.77115833,-122.4527716,12:46
3885118,37.78138128,-122.4562957,15:11
3885138,37.72399973,-122.4850752,13:35
3885178,37.7869117,-122.3984235,17:38
3885216,37.7797375,-122.4587583,13:11
3885224,37.77333976,-122.399729,09:13
3885259,37.77292745,-122.4458886,16:06
3885263,37.78628222,-122.4994548,11:26
3888766,37.734146,-122.4984606,16:33
6059220,37.78027593,-122.4184744,09:06
3888782,37.78848964,-122.4219486,08:05
3892955,37.73185747,-122.3871665,19:30
3892959,37.77021017,-122.445345,21:00
3892976,37.78512118,-122.4333202,09:03
3892984,37.77842248,-122.4334073,15:11
3892988,37.76840527,-122.4178022,20:58
3893028,37.77220371,-122.4372349,00:41
4023820,37.76288604,-122.4285706,18:19
3893032,37.78153561,-122.4239178,15:56
6059051,37.78632906,-122.472185,18:39
3893057,37.79771621,-122.430559,08:58
3893085,37.78288534,-122.4427931,20:22
3893118,37.78216927,-122.4189933,13:21
3894308,37.79325186,-122.3987598,13:15
3894745,37.77875221,-122.4716386,06:55
3894761,37.77069808,-122.4123935,08:50
3894765,37.77629475,-122.4084103,11:42
3898309,37.77299541,-122.4459024,09:10
3902411,37.77499175,-122.4131611,11:40
6076533,37.77059663,-122.4032019,07:39
3902423,37.7715951,-122.4225263,17:40
3902431,37.75889599,-122.41469,15:56
3902435,37.74333608,-122.469165,03:10
3913862,37.75192901,-122.4206476,20:39
3918459,37.7829892,-122.4633505,14:10
3918475,37.78106951,-122.447518,08:10
3918479,37.77132232,-122.4225008,15:36
3918482,37.77250282,-122.4226197,09:57
3918483,37.76037098,-122.419219,22:29
3918490,37.77580159,-122.4464708,19:27
3918494,37.78414101,-122.4109516,18:00
3918506,37.78234256,-122.4100773,12:14
3918513,37.78617547,-122.3974998,11:00
3935869,37.77769856,-122.4315853,09:20
3935877,37.77769862,-122.39421,09:12
3942563,37.71608519,-122.4445264,10:51
3942579,37.76677019,-122.4823719,17:15
3942591,37.77020563,-122.4834199,16:17
3942859,37.75278943,-122.508427,18:33
3944271,37.78103084,-122.4204395,08:35
3946414,37.78535619,-122.4030572,20:10
3946423,37.77928263,-122.4598604,14:17
3946455,37.78338492,-122.4089047,13:45
3946634,37.78639168,-122.4383939,04:55
3952339,37.77582251,-122.4111055,09:56
3952344,37.76682831,-122.42425,11:45
3952356,37.76449476,-122.4986873,17:00
3952363,37.73704049,-122.4925465,04:35
3952375,37.74196443,-122.5002069,10:31
3952980,37.77514707,-122.4192556,13:07
3954585,37.76491738,-122.4218864,18:26
3954589,37.77410899,-122.4907493,02:00
3954726,37.78395407,-122.4425444,18:54
3954729,37.76340959,-122.48058,10:55
3954741,37.79085772,-122.4527353,03:20
3954742,37.72599166,-122.4642837,17:13
3954749,37.77250282,-122.4226197,09:12
3954751,37.76904545,-122.4200321,20:10
3954754,37.76070861,-122.4994966,23:30
3954755,37.77067287,-122.4341939,19:38
3954757,37.77089233,-122.4224606,13:52
3954759,37.77914488,-122.435241,16:45
3954760,37.76981508,-122.4177532,13:02
3954765,37.76090721,-122.434696,09:00
3954769,37.77555816,-122.4186586,01:10
3954771,37.76572747,-122.435472,14:19
3954773,37.78915585,-122.4014342,19:00
3954776,37.78983697,-122.4340271,15:24
3954780,37.76772648,-122.5018263,16:51
3954781,37.78077316,-122.4187089,13:47
3954784,37.73383643,-122.4933378,11:30
3954787,37.72366891,-122.4008063,08:53
3954797,37.78872115,-122.4020657,10:46
3954799,37.76875414,-122.4222582,18:12
3957753,37.77187994,-122.4234097,21:35
3957831,37.76478345,-122.4241027,14:18
3964728,37.77949477,-122.3979735,21:05
3964736,37.77229618,-122.4640382,17:40
3964796,37.76329977,-122.4217315,00:42
3969741,37.77985971,-122.4132254,08:18
3975878,37.78709328,-122.4592925,10:00
3975901,37.7698677,-122.4223648,05:49
3975909,37.79461973,-122.393287,16:20
3977869,37.7858929,-122.4197387,01:40
3977873,37.76419571,-122.4330745,16:20
3977904,37.76060218,-122.4397326,18:40
3977920,37.74917605,-122.4049642,17:42
3979041,37.77932063,-122.4587307,09:30
3979053,37.77250282,-122.4226197,13:50
3979076,37.78106951,-122.447518,20:55
3979112,37.78796629,-122.418465,15:41
3979454,37.80290938,-122.4139596,18:58
3979494,37.78651745,-122.4049309,16:23
3979517,37.76357173,-122.4768961,18:20
3979518,37.75100596,-122.41221,22:03
3979602,37.75274455,-122.409975,19:25
3979621,37.77973891,-122.4071595,20:40
3979633,37.78610104,-122.4180881,17:34
3979637,37.7663029,-122.4242141,16:04
3979646,37.76288987,-122.4285087,19:21
3979665,37.76601707,-122.4036431,08:00
6059224,37.73055507,-122.4759325,17:10
3979848,37.77933316,-122.4587316,10:03
3979860,37.71939734,-122.4476207,13:23
3979896,37.78223057,-122.410292,09:07
3979938,37.7964269,-122.3949666,08:05
3979946,37.78962044,-122.4204934,13:42
3979950,37.77781525,-122.4231656,08:50
3980713,37.77188564,-122.4233968,16:53
3980976,37.79403183,-122.4081271,17:35
3981539,37.77003486,-122.431717,09:37
3981547,37.73106413,-122.4718164,15:40
3981559,37.76750446,-122.4289486,01:00
3981563,37.79339321,-122.402878,23:05
3981571,37.7698677,-122.4223648,18:14
3981622,37.76171141,-122.4214058,12:30
3981634,37.75389173,-122.4176775,17:17
3981650,37.77978279,-122.4302332,16:47
3981669,37.78994799,-122.4038657,10:15
3984855,37.77522568,-122.5080244,12:05
3988443,37.7882784,-122.4387733,18:26
3988455,37.75931227,-122.488648,08:43
3988503,37.77544102,-122.45845,17:21
3990084,37.77301639,-122.4383451,18:10
3990104,37.76102131,-122.4327935,08:21
3990108,37.76640577,-122.4242581,23:45
3990132,37.76213889,-122.4239064,10:10
3995267,37.77792913,-122.3960328,11:35
6059231,37.76991185,-122.4551516,12:00
3995279,37.74776192,-122.403561,09:34
3995462,37.74245675,-122.4055814,08:11
3995478,37.74251477,-122.4885493,15:30
3997271,37.75849851,-122.4212717,23:15
3997275,37.78230838,-122.4784435,15:00
3997293,37.79389643,-122.4078706,13:30
3997301,37.7897626,-122.3975745,23:37
3997419,37.76489132,-122.4196536,14:00
3997435,37.75268489,-122.4109627,13:15
4001283,37.77480878,-122.4009816,09:17
4001445,37.75060658,-122.420517,11:42
4001457,37.7959454,-122.4217682,22:16
4001461,37.78377855,-122.4871502,17:53
4003400,37.7698677,-122.4223648,18:50
4014573,37.77550469,-122.4413001,07:17
4014683,37.76499627,-122.4205806,13:21
4023755,37.79235258,-122.3990231,16:55
4023759,37.74935073,-122.4181648,14:27
4032754,37.77636887,-122.4195063,00:55
4036426,37.78134121,-122.4188293,06:55
4039811,37.77331365,-122.4121884,09:35
4039835,37.76589144,-122.4783797,15:55
4041364,37.79724363,-122.3971371,13:43
4041399,37.78676214,-122.4081069,18:50
4041411,37.77295185,-122.4458935,15:53
4041415,37.78543304,-122.419639,00:38
4041419,37.80482712,-122.4480848,18:35
4041435,37.77295728,-122.4458946,09:55
4041439,37.77669061,-122.4394776,17:48
4041452,37.78417399,-122.4785788,18:03
4041566,37.78375464,-122.4176142,18:41
4041574,37.78388224,-122.4850109,21:15
4041582,37.72348084,-122.4398504,14:15
4041643,37.7645701,-122.4218532,07:39
4041655,37.7585668,-122.4069342,09:00
4041667,37.78207307,-122.4122207,12:53
4053554,37.76607461,-122.402685,20:21
4053599,37.78216927,-122.4189933,12:07
4054273,37.75694064,-122.4204757,13:00
4055211,37.76491092,-122.4219932,20:20
4055235,37.77713966,-122.4247176,17:45
4057346,37.78237894,-122.4173389,14:10
4062843,37.76607524,-122.4772435,14:07
4062895,37.76760313,-122.4310602,07:25
6068146,37.77105384,-122.4539025,16:50
4062920,37.76518313,-122.4174866,07:30
4062944,37.74102741,-122.4228406,21:11
4074128,37.76358984,-122.4170151,17:40
4076440,37.76484161,-122.4231404,16:26
4076444,37.73537889,-122.5041797,07:15
4076456,37.77299541,-122.4459024,10:43
4076603,37.77772941,-122.4313428,00:17
4077713,37.73501599,-122.4938562,15:40
4077717,37.77507826,-122.436103,19:30
4077729,37.74820136,-122.4202861,09:32
4080564,37.769502,-122.4133852,17:27
4080576,37.77021017,-122.445345,00:12
4080608,37.7732952,-122.4357413,15:00
4080634,37.76712762,-122.4289131,18:02
4083809,37.78284584,-122.3977522,17:30
4083829,37.78892486,-122.401728,11:10
4090343,37.76560584,-122.4104867,01:24
4090359,37.76688098,-122.422077,13:26
4090488,37.76462488,-122.4267259,23:21
4097608,37.77062985,-122.4124799,16:29
4098584,37.77499195,-122.4377987,00:15
4098604,37.77580159,-122.4464708,11:14
4098616,37.77168827,-122.4337348,20:55
4098620,37.74632091,-122.3943305,18:24
4101055,37.78496026,-122.4195479,17:37
4101074,37.73245614,-122.4749546,17:50
4101095,37.76945613,-122.429128,16:16
4101110,37.75543451,-122.4469967,13:42
4103012,37.77390534,-122.4388246,19:30
4103040,37.72517994,-122.434435,11:10
4103133,37.78701563,-122.4334994,02:06
4104150,37.7253861,-122.4809217,17:40
4107289,37.7236445,-122.4383551,17:45
4107294,37.7881084,-122.4098513,04:14
4107297,37.78267059,-122.4190946,17:45
4107310,37.76908499,-122.4535208,13:50
4107322,37.78472836,-122.4070455,14:43
4114329,37.79377986,-122.4029574,17:00
4114332,37.7850359,-122.4415372,09:37
4114369,37.74602465,-122.4200787,14:28
4114381,37.78818646,-122.4469742,18:34
4140486,37.78616672,-122.4250957,09:40
4140553,37.77880061,-122.4705676,21:50
4141625,37.76591859,-122.4017004,09:38
4174709,37.77257674,-122.4665575,18:30
4191149,37.79038564,-122.4000324,09:15
4192026,37.76690348,-122.3890991,08:27
4192062,37.79057105,-122.4055277,18:45
4192066,37.73229529,-122.4349928,13:50
4195903,37.78176781,-122.4588956,08:30
4195926,37.80666729,-122.4057014,19:53
4195985,37.76450761,-122.4286651,21:06
4196027,37.76468462,-122.4933274,14:45
4196031,37.78178676,-122.4870097,23:57
4196050,37.78149951,-122.4049333,08:05
4196058,37.78092459,-122.4664269,10:10
4196346,37.77188564,-122.4233968,01:33
4196354,37.72661053,-122.5023353,08:21
4199896,37.74064869,-122.4238459,16:00
4197133,37.78832664,-122.4081372,09:20
4197142,37.76475979,-122.4244942,09:10
4197152,37.72296132,-122.4495586,17:18
4197159,37.79553183,-122.4033169,13:15
4197162,37.76224536,-122.4645775,10:59
4197170,37.76476625,-122.4243872,08:11
4197191,37.76747292,-122.4221344,00:46
4197198,37.77532095,-122.4649421,19:37
4198039,37.77482228,-122.4378153,11:15
4198169,37.76345664,-122.4195154,19:51
4198208,37.74802772,-122.4224403,18:17
4198216,37.71977857,-122.4794723,09:25
4198232,37.78802328,-122.4105176,15:18
4198997,37.78764185,-122.4034308,10:45
4199013,37.76831935,-122.4192249,08:30
4199072,37.77398483,-122.3989123,18:50
4199125,37.77260852,-122.4658247,23:15
4199346,37.75992738,-122.4747243,08:08
4199350,37.75742952,-122.412348,16:00
4199485,37.78058849,-122.4389268,20:16
4199493,37.76464569,-122.4263817,07:30
4199681,37.77188564,-122.4233968,21:00
4199774,37.73212319,-122.3909766,19:19
4199790,37.75568371,-122.4187713,02:14
4199794,37.79618016,-122.3947411,08:40
4199805,37.78378562,-122.4082456,14:15
4199809,37.7659004,-122.4055853,09:05
4199810,37.78414101,-122.4109516,01:00
4199830,37.7743089,-122.4583711,11:37
4199848,37.77389322,-122.4616358,10:34
4199852,37.74514065,-122.400591,01:07
4199858,37.78784352,-122.4422046,09:40
4199862,37.7342353,-122.4845345,09:35
4199870,37.74675543,-122.4587285,09:17
4199874,37.80578627,-122.4422098,18:57
4199880,37.75876423,-122.4168725,14:55
4199892,37.76616108,-122.4610895,19:00
4199908,37.76689394,-122.389103,06:54
4200914,37.73106575,-122.4748566,11:25
4215496,37.77856573,-122.4148598,13:45
4215528,37.7863023,-122.4466105,17:39
4215584,37.7838408,-122.4434327,08:00
4215588,37.74779718,-122.4184597,08:55
4215592,37.77188564,-122.4233968,08:30
6076652,37.79309708,-122.3965045,12:35
4217421,37.79128889,-122.4225149,19:45
4252855,37.77872411,-122.4385523,16:10
4253361,37.76144395,-122.4258002,12:49
4253380,37.72093047,-122.4795035,09:13
4253382,37.77188564,-122.4233968,09:10
4253389,37.76440614,-122.5008306,19:51
4253391,37.78071918,-122.4153156,13:12
4253394,37.77188564,-122.4233968,08:25
4253397,37.78562561,-122.4059028,08:30
4253398,37.75224433,-122.4183585,10:20
4253401,37.7463356,-122.448486,07:55
4253410,37.75690201,-122.4211175,21:25
4253411,37.72082715,-122.4355847,17:09
4253431,37.79364684,-122.4046308,19:52
4253439,37.77798229,-122.3969666,12:07
4254262,37.78316367,-122.4411582,07:30
4254808,37.75441311,-122.4090077,15:10
6068166,37.77499175,-122.4131611,12:19
4254812,37.75715681,-122.416883,18:20
4254847,37.77030645,-122.4224058,20:40
4254860,37.77614067,-122.4380891,16:45
4254862,37.78399149,-122.4080665,10:35
4254870,37.7635716,-122.4173324,07:53
4254875,37.77150582,-122.422518,19:40
4254876,37.77783962,-122.404781,12:30
4254881,37.73699713,-122.4087896,17:02
4254888,37.7743089,-122.4583711,20:50
4254890,37.77316718,-122.4296238,11:15
4254897,37.78511434,-122.4003622,14:20
4254900,37.79010187,-122.4002307,08:20
4254912,37.76329977,-122.4217315,07:18
4254914,37.76424829,-122.3900456,08:00
4254917,37.7966829,-122.3954053,13:15
4254920,37.74349086,-122.4668595,16:41
4254957,37.77330343,-122.4182086,10:48
4255946,37.76403273,-122.5094022,09:05
4255954,37.78484039,-122.4069028,12:35
4255979,37.77447712,-122.4342844,01:48
4255982,37.72291504,-122.4456109,19:30
4255998,37.78584391,-122.4024394,08:03
4260741,37.78047851,-122.4125123,16:32
4261280,37.78071918,-122.4153156,13:12
4268434,37.76815392,-122.4219635,13:03
4268446,37.75902815,-122.4125009,23:16
4268471,37.7716863,-122.4210062,18:50
4270865,37.77750869,-122.4198126,13:28
4270869,37.78754814,-122.4217581,12:40
4272244,37.79120035,-122.4157919,14:45
4272256,37.78092686,-122.4136764,19:36
4272291,37.78620448,-122.4743804,23:30
4272295,37.78106951,-122.447518,20:38
4273363,37.80228098,-122.4247313,10:55
4273367,37.78202719,-122.4104776,18:32
4273399,37.73296524,-122.4046307,15:10
4273412,37.7789067,-122.495394,10:50
4274197,37.78631481,-122.4726258,12:55
4279032,37.80862485,-122.4125238,18:28
4279137,37.7657833,-122.4075342,12:25
4279144,37.77129635,-122.4054247,17:55
4279173,37.77420983,-122.4203614,10:10
4279185,37.75001641,-122.4098068,16:32
4280961,37.76419889,-122.433069,17:34
4280969,37.80226097,-122.41302,15:21
4280973,37.77970262,-122.4184814,11:44
4280985,37.80414585,-122.4251095,07:43
4280989,37.77903213,-122.4018433,00:15
4280993,37.78210845,-122.4103745,18:26
4281005,37.7812188,-122.4339732,15:40
4281009,37.7590045,-122.4956172,14:04
4281028,37.77458764,-122.4583903,09:25
4281033,37.78584964,-122.4056191,08:08
4281037,37.79923448,-122.3976699,07:40
4281452,37.78213088,-122.4072402,10:36
4281540,37.75903952,-122.4213235,21:17
4290624,37.72664322,-122.5024925,13:35
4290640,37.76107798,-122.4409847,12:22
4290674,37.73157607,-122.499059,16:55
4290686,37.7488671,-122.4210081,19:09
4290702,37.77299541,-122.4459024,18:08
4290714,37.73378778,-122.4943898,19:02
4290716,37.73864557,-122.4904306,12:15
4290757,37.77621337,-122.4116162,18:38
4299208,37.75529478,-122.4209641,02:05
4299212,37.7699423,-122.4201164,23:09
4299220,37.78286621,-122.46613,22:30
4301542,37.76226885,-122.464042,12:50
4299248,37.77736547,-122.4180128,13:38
4300229,37.79301971,-122.3999198,19:00
4300233,37.78672158,-122.4636179,21:44
4300248,37.77428104,-122.4047485,14:38
6076557,37.77604381,-122.4180452,08:12
4300276,37.79661956,-122.4219043,09:20
4300280,37.76383254,-122.4709649,14:50
4300284,37.76277116,-122.4216809,14:43
4300493,37.77299541,-122.4459024,08:00
4305507,37.80527485,-122.4237505,21:50
4305519,37.77939573,-122.4988343,17:30
4305684,37.77090806,-122.431893,14:33
4305759,37.77397537,-122.4232694,19:30
4315220,37.75516979,-122.423181,19:11
4315232,37.7696829,-122.4494802,10:48
4315244,37.74958248,-122.3989797,18:40
4315248,37.77870587,-122.4236798,15:17
4315258,37.77108485,-122.4384855,13:45
4315308,37.80089133,-122.4356668,13:40
4315316,37.74229453,-122.4232856,11:55
4315324,37.76773489,-122.4286572,10:00
4315328,37.76532477,-122.4315645,17:05
4315332,37.77569646,-122.4977338,18:56
4315336,37.75231085,-122.4172739,20:25
4316806,37.76499627,-122.4205806,22:00
4316814,37.71645955,-122.4410196,17:00
4316842,37.80787214,-122.4108481,16:20
4318561,37.73073291,-122.4397373,16:26
4337716,37.76203411,-122.4693918,18:37
4318595,37.78255359,-122.3973855,20:26
4318615,37.76517365,-122.4176437,08:11
4318616,37.77432529,-122.4171041,14:17
4318620,37.76481007,-122.4577182,12:53
4318623,37.77876142,-122.4382611,18:59
4318628,37.77782686,-122.453385,19:45
4318641,37.76418521,-122.5094263,23:19
4323846,37.77049574,-122.4250845,21:54
4323924,37.79750343,-122.4020528,01:58
4323963,37.80675808,-122.4121414,12:53
4323983,37.78847193,-122.4023022,16:48
4333366,37.77802076,-122.4215207,22:42
4333374,37.77188564,-122.4233968,15:35
4333406,37.78582921,-122.4014898,19:00
4333435,37.78026699,-122.412711,19:38
4333439,37.7423471,-122.4224295,10:45
4333481,37.77853549,-122.4325207,12:08
4333485,37.78325924,-122.4027082,00:16
4346992,37.77523976,-122.4584353,07:45
4347000,37.76485745,-122.4228783,00:45
4347004,37.76392092,-122.4689533,12:25
4347049,37.72115531,-122.4477516,02:16
4347073,37.77527206,-122.4159082,22:26
4352575,37.7810766,-122.4044037,08:08
4352584,37.75233683,-122.4168261,17:40
4352591,37.71395395,-122.443318,12:00
4352615,37.76547031,-122.4525432,14:24
4352635,37.72139687,-122.4484106,15:30
4355163,37.76905845,-122.4357942,14:43
4355176,37.77241793,-122.4355633,23:44
4355180,37.77272042,-122.4406757,21:05
4355200,37.74618268,-122.4195051,16:25
4355217,37.77407937,-122.437473,16:00
4355225,37.78354184,-122.408555,13:40
4355233,37.77089457,-122.4898044,07:40
4355245,37.77250419,-122.4226104,08:24
4355257,37.80766432,-122.4078454,15:30
4355379,37.75550053,-122.4176917,18:31
4355505,37.77250282,-122.4226197,13:44
4357544,37.75170473,-122.4274374,17:20
4357765,37.78436737,-122.4091664,09:02
4357769,37.78008973,-122.3943,18:13
4361612,37.76774959,-122.4285992,08:12
4361628,37.77392633,-122.4021071,18:20
4361681,37.80597737,-122.4183807,08:30
4361745,37.7732478,-122.4289901,21:48
4361753,37.77092966,-122.4552897,18:15
4361757,37.77763051,-122.5128711,18:46
4362632,37.77250282,-122.4226197,17:40
6102563,37.77595323,-122.4088457,10:47
4366470,37.78516249,-122.4195868,23:05
4371423,37.78111713,-122.4272028,16:50
4371435,37.76977179,-122.4040104,10:54
4373986,37.76773489,-122.4286572,23:05
4373998,37.74209145,-122.4189312,08:56
4374442,37.7489055,-122.4052092,20:55
4374462,37.78862694,-122.4434973,08:20
4374470,37.79168238,-122.4042847,17:00
4384326,37.7779193,-122.4298492,14:50
4384491,37.77509858,-122.437874,18:25
4384495,37.77433877,-122.4864686,20:09
4384503,37.76951214,-122.4134709,15:35
4384516,37.74538902,-122.4200191,15:00
4384523,37.74564495,-122.5016694,14:00
4384534,37.77592662,-122.4181932,08:50
4384542,37.78579456,-122.4014455,14:03
4384555,37.77292474,-122.445888,16:33
4393504,37.72088182,-122.4469118,05:37
4393508,37.75300403,-122.4063362,15:52
4394500,37.71427278,-122.4671475,10:36
4395844,37.7858929,-122.4197387,21:33
4395856,37.77745742,-122.4131577,21:31
4395864,37.78217797,-122.4189246,20:35
4395903,37.73350544,-122.4312616,14:49
4399283,37.77890857,-122.3957946,17:43
4399287,37.77090539,-122.4556627,11:33
4399299,37.79150268,-122.4134334,20:24
4399307,37.77633298,-122.3940351,16:15
4399319,37.78322032,-122.4027574,17:44
4401281,37.78628597,-122.4315699,08:30
4401285,37.79803346,-122.4205013,18:18
4401297,37.76586695,-122.4664385,12:58
4401313,37.77494052,-122.4961955,00:27
4401333,37.75520444,-122.4225665,15:20
4401567,37.76389594,-122.469522,08:16
4401599,37.7858929,-122.4197387,20:42
4401654,37.73970551,-122.4240844,12:19
4402248,37.75424648,-122.4764264,17:45
4404919,37.79523981,-122.4057034,17:14
4404943,37.77721781,-122.4503556,13:59
4404947,37.76578787,-122.4310178,21:18
4404948,37.78243108,-122.4168995,17:33
4404956,37.77220371,-122.4372349,15:38
4405054,37.76982446,-122.4483702,20:40
4407361,37.76002569,-122.3962839,14:10
4407708,37.76248534,-122.4216535,12:45
4407716,37.76142713,-122.4260765,14:45
4407720,37.78971012,-122.4562408,15:40
4407743,37.78739809,-122.4005695,23:46
4407759,37.79169058,-122.4042198,22:18
4410336,37.77307105,-122.4379147,18:20
4410347,37.77885172,-122.3927498,18:57
4410348,37.71892867,-122.4436961,17:33
4410359,37.80155805,-122.4229018,08:00
4410367,37.77049588,-122.4798954,12:03
4410371,37.80696291,-122.4104976,15:59
4410379,37.79082695,-122.3900123,17:50
4417710,37.7341133,-122.488956,16:50
4423135,37.76975128,-122.448944,09:02
4423147,37.76170805,-122.421461,14:33
4427206,37.73968077,-122.4088831,06:45
4427214,37.75364287,-122.4265055,17:09
4427215,37.76437351,-122.4308822,16:42
4427219,37.76325713,-122.3878092,18:17
4427223,37.78328785,-122.4089522,13:24
4427227,37.76561543,-122.4124283,14:12
4427231,37.78149126,-122.4111579,17:55
4427239,37.77388924,-122.4239471,19:08
4427271,37.77299541,-122.4459024,19:52
4427280,37.75889599,-122.41469,15:13
4427303,37.76813968,-122.4221992,12:49
4427312,37.80809101,-122.4089846,16:05
4434222,37.78399149,-122.4080665,09:15
4434230,37.79917232,-122.3976802,07:05
4434238,37.76544471,-122.4772937,07:45
4438248,37.78351564,-122.4158825,00:18
4438252,37.78132126,-122.3958435,05:13
4438282,37.73157607,-122.499059,12:06
4438288,37.78985973,-122.3974514,15:09
4438303,37.76731175,-122.4198876,15:35
4438307,37.76867122,-122.4133962,09:33
4438404,37.77616198,-122.4054761,09:58
4438412,37.781066,-122.4620394,08:55
4438420,37.75090258,-122.4139258,21:35
4438424,37.76977179,-122.4040104,08:48
4438541,37.78025835,-122.4537239,18:14
6104404,37.80354232,-122.4148768,16:28
4438653,37.7959454,-122.4217682,07:05
4438697,37.78031321,-122.4260734,13:15
4438709,37.77456748,-122.4411104,16:01
4438717,37.75776345,-122.5090384,16:56
4439279,37.76978004,-122.4038694,07:55
4443565,37.77095949,-122.4244944,16:29
4445625,37.74239025,-122.490692,18:39
4445665,37.77694816,-122.3992314,11:51
4445686,37.79263866,-122.4044184,10:15
4445717,37.78076266,-122.4040022,14:35
4445733,37.77006287,-122.4038777,21:43
4445749,37.78621814,-122.4198046,08:00
4445753,37.7831014,-122.4191817,19:39
4451346,37.72525955,-122.5030406,08:40
4453093,37.77281216,-122.4221372,17:19
4453136,37.76409086,-122.4130027,00:14
4453140,37.76468264,-122.4257704,08:17
4454536,37.7897626,-122.3975745,08:58
4454565,37.75273902,-122.4100664,11:25
4454605,37.77497354,-122.4131845,12:55
4456477,37.78574439,-122.4058533,07:39
4456970,37.78467885,-122.4072635,14:32
4456978,37.78149951,-122.4049333,21:51
4456990,37.78272089,-122.4157214,03:25
4457338,37.7809339,-122.4118653,21:10
4464507,37.79325635,-122.396302,13:19
4469201,37.76627396,-122.4197867,15:36
4469205,37.76915551,-122.4535349,18:50
4469289,37.73103989,-122.4295707,12:46
4469293,37.79017053,-122.4003042,17:26
4469297,37.77956415,-122.4319518,05:45
4469299,37.80614125,-122.4170773,08:38
4469315,37.75687184,-122.4188853,18:36
4469322,37.76500149,-122.4204942,12:47
4469326,37.7821597,-122.4274172,13:50
4469330,37.72291432,-122.4462852,13:40
4469339,37.77744185,-122.4486137,07:40
4470072,37.77729986,-122.4196936,17:03
4470141,37.72900485,-122.4749281,08:10
4470145,37.76923977,-122.4326179,12:15
4476509,37.78867329,-122.402204,13:58
4483371,37.77168827,-122.4337348,15:01
4483379,37.73702273,-122.5063141,16:25
4483383,37.77729065,-122.4640146,16:05
4483387,37.78216927,-122.4189933,07:49
4483391,37.77487657,-122.4746861,23:13
4483772,37.77523976,-122.4584353,15:06
4483776,37.72371646,-122.4374391,21:25
4483780,37.77183105,-122.4016742,19:23
4483784,37.80655463,-122.4137867,17:18
4483788,37.7804552,-122.4125193,19:41
4483792,37.75891206,-122.4146916,14:27
4483796,37.76729085,-122.4744084,12:30
4483800,37.75854505,-122.5025708,18:34
4483804,37.73367343,-122.4264082,08:25
4483812,37.76429626,-122.421827,09:57
4483816,37.74159671,-122.4234698,12:30
4483820,37.80686303,-122.418908,15:30
4483824,37.7687192,-122.4222548,09:59
4483828,37.76646479,-122.4232815,11:09
4483832,37.72205452,-122.3931541,15:40
4484810,37.76934097,-122.4156116,14:58
4490570,37.77519556,-122.4192231,09:30
4490593,37.78635895,-122.4198331,17:55
4490618,37.77078824,-122.4248406,01:02
4490647,37.80004198,-122.4423428,17:20
4490691,37.78345153,-122.4192506,14:09
4490699,37.80228098,-122.4247313,08:30
4491609,37.80839499,-122.4158271,12:00
4491613,37.7705439,-122.4797538,12:33
4491614,37.75889599,-122.41469,18:00
4491621,37.71763206,-122.4426901,16:42
4491629,37.76813968,-122.4221992,02:44
4491633,37.73065835,-122.4034005,15:30
4491637,37.71863406,-122.4413178,11:08
4513064,37.78330849,-122.4394804,20:40
4513243,37.76329977,-122.4217315,00:51
4513429,37.77782686,-122.453385,21:40
4513437,37.78456013,-122.4073371,14:35
4513444,37.74894139,-122.4596242,18:20
4513475,37.73923583,-122.4661573,10:55
4513519,37.76667986,-122.3928513,16:10
4514009,37.76619455,-122.4304657,16:17
4514070,37.76772917,-122.4289688,17:41
4514074,37.78877616,-122.4007629,17:20
4515896,37.77501625,-122.3976064,12:10
4515921,37.77155522,-122.4353883,11:23
4515922,37.77517401,-122.4681584,22:49
4515942,37.77004977,-122.4070015,17:15
4515946,37.72178469,-122.4823056,09:17
4515985,37.77105384,-122.4539025,18:04
4520325,37.797089,-122.4354898,13:13
